Mechanism,Imputation_Method,Patient,MR,Accuracy,Precision,Recall,F1_Score
MCAR,MLP,AX6281V,25,77.33333333333333,95.08196721311475,80.55555555555556,87.21804511278195
MCAR,MLP,AYWIEKR,05,93.39622641509435,95.1923076923077,98.01980198019803,96.58536585365853
MCAR,MLP,AYWIEKR,10,94.28571428571428,96.11650485436894,98.01980198019803,97.05882352941177
MCAR,MLP,AYWIEKR,15,90.82568807339449,92.5233644859813,98.01980198019803,95.1923076923077
MCAR,MLP,AYWIEKR,20,87.27272727272727,91.42857142857143,95.04950495049505,93.20388349514563
MCAR,MLP,AYWIEKR,25,86.60714285714286,89.81481481481481,96.03960396039604,92.82296650717703
MCAR,MLP,ATHKM6V,05,95.0,95.0,100.0,97.43589743589743
MCAR,MLP,ATHKM6V,10,100.0,100.0,100.0,100.0
MCAR,MLP,ATHKM6V,15,97.43589743589743,97.43589743589743,100.0,98.7012987012987
MCAR,MLP,ATHKM6V,20,100.0,100.0,100.0,100.0
MCAR,MLP,ATHKM6V,25,97.43589743589743,97.43589743589743,100.0,98.7012987012987
MCAR,MLP,AFPB8J2,05,98.98989898989899,98.98989898989899,100.0,99.49238578680203
MCAR,MLP,AFPB8J2,10,97.97979797979798,98.9795918367347,98.9795918367347,98.9795918367347
MCAR,MLP,AFPB8J2,15,94.11764705882352,96.0,97.95918367346938,96.96969696969697
MCAR,MLP,AFPB8J2,20,95.09803921568627,96.03960396039604,98.9795918367347,97.48743718592964
MCAR,MLP,AFPB8J2,25,94.11764705882352,96.0,97.95918367346938,96.96969696969697
MCAR,MLP,A0VFT1N,05,97.02970297029702,97.02970297029702,100.0,98.49246231155779
MCAR,MLP,A0VFT1N,10,98.0,98.0,100.0,98.98989898989899
MCAR,MLP,A0VFT1N,15,98.98989898989899,98.98989898989899,100.0,99.49238578680203
MCAR,MLP,A0VFT1N,20,98.98989898989899,98.98989898989899,100.0,99.49238578680203
MCAR,MLP,A0VFT1N,25,97.02970297029702,97.02970297029702,100.0,98.49246231155779
MCAR,MLP,AURCTAK,05,94.11764705882352,96.0,97.95918367346938,96.96969696969697
MCAR,MLP,AURCTAK,10,93.87755102040816,100.0,93.87755102040816,96.84210526315789
MCAR,MLP,AURCTAK,15,86.79245283018868,92.0,93.87755102040816,92.92929292929293
MCAR,MLP,AURCTAK,20,75.0,85.71428571428571,85.71428571428571,85.71428571428571
MCAR,MLP,AURCTAK,25,69.23076923076923,92.3076923076923,73.46938775510205,81.81818181818183
MCAR,MLP,A36HR6Y,05,88.88888888888889,100.0,88.88888888888889,94.11764705882352
MCAR,MLP,A36HR6Y,10,88.88888888888889,100.0,88.88888888888889,94.11764705882352
MCAR,MLP,A36HR6Y,15,90.0,90.0,100.0,94.73684210526316
MCAR,MLP,A36HR6Y,20,58.333333333333336,70.0,77.77777777777779,73.68421052631578
MCAR,MLP,A36HR6Y,25,75.0,75.0,100.0,85.71428571428571
MCAR,MLP,A4E0D03,05,89.65517241379311,98.11320754716981,91.22807017543859,94.54545454545455
MCAR,MLP,A4E0D03,10,88.33333333333333,94.64285714285714,92.98245614035088,93.80530973451327
MCAR,MLP,A4E0D03,15,90.0,94.73684210526315,94.73684210526315,94.73684210526315
MCAR,MLP,A4E0D03,20,90.1639344262295,93.22033898305084,96.49122807017544,94.82758620689654
MCAR,MLP,A4E0D03,25,81.25,88.13559322033898,91.22807017543859,89.6551724137931
MCAR,MLP,AJMQUVV,05,93.75,97.40259740259741,96.15384615384616,96.7741935483871
MCAR,MLP,AJMQUVV,10,95.0,97.43589743589743,97.43589743589743,97.43589743589743
MCAR,MLP,AJMQUVV,15,86.58536585365853,94.66666666666667,91.02564102564102,92.81045751633987
MCAR,MLP,AJMQUVV,20,51.13636363636363,81.81818181818183,57.692307692307686,67.66917293233084
MCAR,MLP,AJMQUVV,25,77.27272727272727,87.17948717948718,87.17948717948718,87.17948717948718
MCAR,MLP,A4G0044,05,100.0,100.0,100.0,100.0
MCAR,MLP,A4G0044,10,100.0,100.0,100.0,100.0
MCAR,MLP,A4G0044,15,92.7710843373494,96.25,96.25,96.25000000000001
MCAR,MLP,A4G0044,20,86.74698795180723,96.0,90.0,92.90322580645162
MCAR,MLP,A4G0044,25,80.95238095238095,94.44444444444444,85.0,89.47368421052632
MCAR,MLP,AIFDJZB,05,100.0,100.0,100.0,100.0
MCAR,MLP,AIFDJZB,10,100.0,100.0,100.0,100.0
MCAR,MLP,AIFDJZB,15,89.65517241379311,100.0,89.65517241379311,94.54545454545455
MCAR,MLP,AIFDJZB,20,89.65517241379311,100.0,89.65517241379311,94.54545454545455
MCAR,MLP,AIFDJZB,25,86.20689655172413,100.0,86.20689655172413,92.5925925925926
MCAR,MLP,AQC0L71,05,97.36842105263158,100.0,97.36842105263158,98.66666666666666
MCAR,MLP,AQC0L71,10,100.0,100.0,100.0,100.0
MCAR,MLP,AQC0L71,15,97.36842105263158,100.0,97.36842105263158,98.66666666666666
MCAR,MLP,AQC0L71,20,92.10526315789474,100.0,92.10526315789474,95.8904109589041
MCAR,MLP,AQC0L71,25,92.10526315789474,100.0,92.10526315789474,95.8904109589041
MCAR,MLP,A7EM0B6,05,93.93939393939394,93.93939393939394,100.0,96.875
MCAR,MLP,A7EM0B6,10,86.11111111111111,86.11111111111111,100.0,92.53731343283582
MCAR,MLP,A7EM0B6,15,93.75,96.7741935483871,96.7741935483871,96.7741935483871
MCAR,MLP,A7EM0B6,20,86.11111111111111,86.11111111111111,100.0,92.53731343283582
MCAR,MLP,A7EM0B6,25,96.875,96.875,100.0,98.4126984126984
MAR_l,None,A1ZJ41O,05,83.01886792452831,95.65217391304348,86.27450980392157,90.72164948453609
MAR_l,None,A1ZJ41O,10,74.07407407407408,93.02325581395348,78.43137254901961,85.1063829787234
MAR_l,None,A1ZJ41O,15,73.07692307692307,97.43589743589743,74.50980392156863,84.44444444444443
MAR_l,None,A1ZJ41O,20,62.264150943396224,94.28571428571428,64.70588235294117,76.74418604651163
MAR_l,None,A1ZJ41O,25,37.254901960784316,100.0,37.254901960784316,54.285714285714285
MAR_l,None,AKXN5ZZ,05,76.89075630252101,92.42424242424242,82.0627802690583,86.93586698337292
MAR_l,None,AKXN5ZZ,10,66.27450980392156,84.07960199004975,75.7847533632287,79.71698113207546
MAR_l,None,AKXN5ZZ,15,54.6875,80.92485549132948,62.78026905829597,70.70707070707071
MAR_l,None,AKXN5ZZ,20,46.18320610687023,75.625,54.26008968609865,63.18537859007832
MAR_l,None,AKXN5ZZ,25,35.56485355648535,84.15841584158416,38.11659192825112,52.46913580246913
MAR_l,None,AAXAA7Z,05,83.76068376068376,97.02970297029702,85.96491228070175,91.16279069767441
MAR_l,None,AAXAA7Z,10,74.35897435897436,96.66666666666667,76.31578947368422,85.29411764705883
MAR_l,None,AAXAA7Z,15,64.1025641025641,96.15384615384616,65.78947368421053,78.125
MAR_l,None,AAXAA7Z,20,57.89473684210527,100.0,57.89473684210527,73.33333333333334
MAR_l,None,AAXAA7Z,25,48.24561403508772,100.0,48.24561403508772,65.08875739644971
MAR_l,None,AA2KP1S,05,63.013698630136986,88.46153846153845,68.65671641791045,77.31092436974791
MAR_l,None,AA2KP1S,10,51.80722891566265,72.88135593220339,64.17910447761194,68.25396825396825
MAR_l,None,AA2KP1S,15,44.31818181818182,65.0,58.2089552238806,61.417322834645674
MAR_l,None,AA2KP1S,20,42.04545454545455,63.793103448275865,55.223880597014926,59.20000000000001
MAR_l,None,AA2KP1S,25,40.0,65.38461538461539,50.74626865671642,57.14285714285714
MAR_l,None,APGIB2T,05,71.5909090909091,86.3013698630137,80.76923076923077,83.44370860927151
MAR_l,None,APGIB2T,10,52.083333333333336,73.52941176470588,64.1025641025641,68.49315068493152
MAR_l,None,APGIB2T,15,34.90566037735849,56.92307692307692,47.43589743589743,51.74825174825175
MAR_l,None,APGIB2T,20,12.195121951219512,25.0,19.230769230769234,21.73913043478261
MAR_l,None,APGIB2T,25,7.03125,15.254237288135593,11.538461538461538,13.138686131386862
MAR_l,None,AHYIJDV,05,48.333333333333336,59.183673469387756,72.5,65.16853932584269
MAR_l,None,AHYIJDV,10,48.4375,56.36363636363636,77.5,65.26315789473685
MAR_l,None,AHYIJDV,15,34.72222222222222,43.859649122807014,62.5,51.546391752577314
MAR_l,None,AHYIJDV,20,22.35294117647059,29.6875,47.5,36.53846153846154
MAR_l,None,AHYIJDV,25,19.767441860465116,26.984126984126984,42.5,33.00970873786408
MAR_l,None,ASFODQR,05,90.82568807339449,100.0,90.82568807339449,95.1923076923077
MAR_l,None,ASFODQR,10,78.37837837837837,97.75280898876404,79.81651376146789,87.87878787878788
MAR_l,None,ASFODQR,15,64.03508771929825,93.58974358974359,66.97247706422019,78.07486631016043
MAR_l,None,ASFODQR,20,51.28205128205128,88.23529411764706,55.04587155963303,67.79661016949153
MAR_l,None,ASFODQR,25,36.0655737704918,77.19298245614034,40.36697247706422,53.012048192771076
MAR_l,None,AUY8KYW,05,55.932203389830505,80.48780487804879,64.70588235294117,71.73913043478261
MAR_l,None,AUY8KYW,10,22.58064516129032,56.00000000000001,27.450980392156865,36.8421052631579
MAR_l,None,AUY8KYW,15,4.054054054054054,11.538461538461538,5.88235294117647,7.792207792207793
MAR_l,None,AUY8KYW,20,1.7241379310344827,12.5,1.9607843137254901,3.389830508474576
MAR_l,None,AUY8KYW,25,0.0,0.0,0.0,0.0
MAR_l,None,A3OU183,05,84.50704225352112,95.23809523809523,88.23529411764706,91.6030534351145
MAR_l,None,A3OU183,10,82.66666666666667,89.85507246376811,91.17647058823529,90.51094890510949
MAR_l,None,A3OU183,15,75.67567567567568,90.32258064516128,82.35294117647058,86.15384615384616
MAR_l,None,A3OU183,20,60.810810810810814,88.23529411764706,66.17647058823529,75.63025210084035
MAR_l,None,A3OU183,25,34.93975903614458,65.9090909090909,42.64705882352941,51.78571428571429
MAR_l,None,AOYM4KG,05,70.27027027027027,80.0,85.24590163934425,82.53968253968253
MAR_l,None,AOYM4KG,10,52.38095238095239,65.67164179104478,72.1311475409836,68.75
MAR_l,None,AOYM4KG,15,42.35294117647059,60.0,59.01639344262295,59.50413223140496
MAR_l,None,AOYM4KG,20,34.73684210526316,49.25373134328358,54.09836065573771,51.562500000000014
MAR_l,None,AOYM4KG,25,27.522935779816514,38.46153846153847,49.18032786885246,43.16546762589928
MAR_l,None,AV2GF3B,05,92.0,97.87234042553192,93.87755102040816,95.83333333333333
MAR_l,None,AV2GF3B,10,83.49514563106796,94.5054945054945,87.75510204081633,91.005291005291
MAR_l,None,AV2GF3B,15,72.22222222222221,88.63636363636364,79.59183673469387,83.87096774193547
MAR_l,None,AV2GF3B,20,62.28070175438597,81.60919540229885,72.44897959183673,76.75675675675676
MAR_l,None,AV2GF3B,25,55.172413793103445,78.04878048780488,65.3061224489796,71.1111111111111
MAR_l,None,A0NVTRV,05,66.66666666666666,82.35294117647058,77.77777777777779,80.0
MAR_l,None,A0NVTRV,10,48.529411764705884,70.2127659574468,61.111111111111114,65.34653465346535
MAR_l,None,A0NVTRV,15,38.028169014084504,61.36363636363637,50.0,55.10204081632652
MAR_l,None,A0NVTRV,20,30.985915492957744,56.41025641025641,40.74074074074074,47.31182795698924
MAR_l,None,A0NVTRV,25,19.444444444444446,43.75,25.925925925925924,32.558139534883715
MAR_l,None,A1K5DRI,05,83.33333333333334,90.9090909090909,90.9090909090909,90.9090909090909
MAR_l,None,A1K5DRI,10,66.0377358490566,79.54545454545455,79.54545454545455,79.54545454545455
MAR_l,None,A1K5DRI,15,55.55555555555556,75.0,68.18181818181817,71.42857142857143
MAR_l,None,A1K5DRI,20,51.724137931034484,68.18181818181817,68.18181818181817,68.18181818181817
MAR_l,None,A1K5DRI,25,51.85185185185185,73.68421052631578,63.63636363636363,68.29268292682926
MAR_l,None,AYEFCWQ,05,90.27777777777779,95.58823529411765,94.20289855072464,94.89051094890512
MAR_l,None,AYEFCWQ,10,81.33333333333333,91.04477611940298,88.40579710144928,89.70588235294117
MAR_l,None,AYEFCWQ,15,76.62337662337663,88.05970149253731,85.5072463768116,86.76470588235296
MAR_l,None,AYEFCWQ,20,63.41463414634146,80.0,75.36231884057972,77.61194029850746
MAR_l,None,AYEFCWQ,25,56.62650602409639,77.04918032786885,68.11594202898551,72.3076923076923
MAR_l,None,AMV7EQF,05,62.68656716417911,80.76923076923077,73.68421052631578,77.06422018348624
MAR_l,None,AMV7EQF,10,21.73913043478261,55.55555555555556,26.31578947368421,35.714285714285715
MAR_l,None,AMV7EQF,15,1.282051282051282,4.545454545454546,1.7543859649122806,2.5316455696202533
MAR_l,None,AMV7EQF,20,0.0,0.0,0.0,0.0
MAR_l,None,AMV7EQF,25,0.0,0.0,0.0,0.0
MAR_l,None,AZIK4ZA,05,65.625,97.67441860465115,66.66666666666666,79.24528301886792
MAR_l,None,AZIK4ZA,10,42.64705882352941,85.29411764705883,46.03174603174603,59.79381443298968
MAR_l,None,AZIK4ZA,15,40.57971014492754,82.35294117647058,44.44444444444444,57.73195876288659
MAR_l,None,AZIK4ZA,20,1.4084507042253522,11.11111111111111,1.5873015873015872,2.7777777777777777
MAR_l,None,AZIK4ZA,25,0.0,0.0,0.0,0.0
MAR_l,None,AJWW3IY,05,81.16883116883116,94.6969696969697,85.03401360544217,89.60573476702508
MAR_l,None,AJWW3IY,10,72.07792207792207,94.0677966101695,75.51020408163265,83.77358490566039
MAR_l,None,AJWW3IY,15,61.935483870967744,92.3076923076923,65.3061224489796,76.49402390438246
MAR_l,None,AJWW3IY,20,60.544217687074834,100.0,60.544217687074834,75.42372881355932
MAR_l,None,AJWW3IY,25,52.02702702702703,98.71794871794873,52.38095238095239,68.44444444444446
MAR_l,None,AX6281V,05,61.627906976744185,79.1044776119403,73.61111111111111,76.25899280575541
MAR_l,None,AX6281V,10,37.86407766990291,55.714285714285715,54.166666666666664,54.92957746478873
MAR_l,None,AX6281V,15,29.807692307692307,49.2063492063492,43.05555555555556,45.925925925925924
MAR_l,None,AX6281V,20,22.448979591836736,45.83333333333333,30.555555555555557,36.66666666666667
MAR_l,None,AX6281V,25,18.947368421052634,43.90243902439025,25.0,31.85840707964602
MAR_l,None,AYWIEKR,05,63.39285714285714,86.58536585365853,70.29702970297029,77.59562841530054
MAR_l,None,AYWIEKR,10,42.06349206349206,67.94871794871796,52.475247524752476,59.217877094972074
MAR_l,None,AYWIEKR,15,27.77777777777778,58.333333333333336,34.65346534653465,43.47826086956522
MAR_l,None,AYWIEKR,20,26.77165354330709,56.666666666666664,33.663366336633665,42.2360248447205
MAR_l,None,AYWIEKR,25,20.74074074074074,45.16129032258064,27.722772277227726,34.35582822085889
MAR_l,None,ATHKM6V,05,81.3953488372093,87.5,92.10526315789474,89.74358974358975
MAR_l,None,ATHKM6V,10,52.94117647058824,67.5,71.05263157894737,69.23076923076923
MAR_l,None,ATHKM6V,15,33.33333333333333,50.0,50.0,50.0
MAR_l,None,ATHKM6V,20,12.857142857142856,21.951219512195124,23.684210526315788,22.78481012658228
MAR_l,None,ATHKM6V,25,5.555555555555555,10.526315789473683,10.526315789473683,10.526315789473683
MAR_l,None,AFPB8J2,05,74.03846153846155,92.7710843373494,78.57142857142857,85.0828729281768
MAR_l,None,AFPB8J2,10,58.55855855855856,83.33333333333334,66.3265306122449,73.86363636363636
MAR_l,None,AFPB8J2,15,56.30252100840336,76.13636363636364,68.36734693877551,72.04301075268818
MAR_l,None,AFPB8J2,20,56.19047619047619,89.39393939393939,60.204081632653065,71.95121951219512
MAR_l,None,AFPB8J2,25,39.603960396039604,93.02325581395348,40.816326530612244,56.73758865248227
MAR_l,None,A0VFT1N,05,66.07142857142857,84.0909090909091,75.51020408163265,79.56989247311827
MAR_l,None,A0VFT1N,10,61.261261261261254,83.9506172839506,69.38775510204081,75.97765363128491
MAR_l,None,A0VFT1N,15,41.37931034482759,72.72727272727273,48.97959183673469,58.53658536585367
MAR_l,None,A0VFT1N,20,31.967213114754102,61.904761904761905,39.795918367346935,48.4472049689441
MAR_l,None,A0VFT1N,25,9.836065573770492,33.33333333333333,12.244897959183673,17.910447761194032
MAR_l,None,AURCTAK,05,57.407407407407405,86.11111111111111,63.26530612244898,72.94117647058823
MAR_l,None,AURCTAK,10,29.03225806451613,58.06451612903226,36.734693877551024,45.0
MAR_l,None,AURCTAK,15,14.925373134328357,35.714285714285715,20.408163265306122,25.97402597402597
MAR_l,None,AURCTAK,20,1.3513513513513513,3.8461538461538463,2.0408163265306123,2.6666666666666665
MAR_l,None,AURCTAK,25,0.0,0.0,0.0,0.0
MAR_l,None,A36HR6Y,05,72.72727272727273,80.0,88.88888888888889,84.21052631578948
MAR_l,None,A36HR6Y,10,0.0,0.0,0.0,0.0
MAR_l,None,A36HR6Y,15,0.0,0.0,0.0,0.0
MAR_l,None,A36HR6Y,20,0.0,0.0,0.0,0.0
MAR_l,None,A36HR6Y,25,0.0,0.0,0.0,0.0
MAR_l,None,A4E0D03,05,55.26315789473685,68.85245901639344,73.68421052631578,71.18644067796609
MAR_l,None,A4E0D03,10,33.72093023255814,50.0,50.877192982456144,50.43478260869565
MAR_l,None,A4E0D03,15,22.727272727272727,39.21568627450981,35.08771929824561,37.03703703703704
MAR_l,None,A4E0D03,20,22.61904761904762,41.30434782608695,33.33333333333333,36.89320388349515
MAR_l,None,A4E0D03,25,19.753086419753085,40.0,28.07017543859649,32.98969072164948
MAR_l,None,AJMQUVV,05,48.03921568627451,67.12328767123287,62.82051282051282,64.90066225165563
MAR_l,None,AJMQUVV,10,36.03603603603604,54.794520547945204,51.28205128205128,52.98013245033112
MAR_l,None,AJMQUVV,15,28.57142857142857,52.63157894736842,38.46153846153847,44.44444444444444
MAR_l,None,AJMQUVV,20,8.16326530612245,28.57142857142857,10.256410256410255,15.09433962264151
MAR_l,None,AJMQUVV,25,7.526881720430108,31.818181818181817,8.974358974358974,14.000000000000002
MAR_l,None,A4G0044,05,90.2439024390244,97.36842105263158,92.5,94.87179487179489
MAR_l,None,A4G0044,10,85.36585365853658,97.22222222222221,87.5,92.10526315789474
MAR_l,None,A4G0044,15,79.51807228915662,95.65217391304348,82.5,88.59060402684564
MAR_l,None,A4G0044,20,64.77272727272727,87.6923076923077,71.25,78.62068965517241
MAR_l,None,A4G0044,25,46.875,73.77049180327869,56.25,63.82978723404255
MAR_l,None,AIFDJZB,05,67.74193548387096,91.30434782608695,72.41379310344827,80.76923076923076
MAR_l,None,AIFDJZB,10,0.0,0.0,0.0,0.0
MAR_l,None,AIFDJZB,15,0.0,0.0,0.0,0.0
MAR_l,None,AIFDJZB,20,0.0,0.0,0.0,0.0
MAR_l,None,AIFDJZB,25,0.0,0.0,0.0,0.0
MAR_l,None,AQC0L71,05,75.55555555555556,82.92682926829268,89.47368421052632,86.0759493670886
MAR_l,None,AQC0L71,10,69.56521739130434,80.0,84.21052631578947,82.05128205128204
MAR_l,None,AQC0L71,15,54.166666666666664,72.22222222222221,68.42105263157895,70.27027027027027
MAR_l,None,AQC0L71,20,33.33333333333333,61.53846153846154,42.10526315789473,50.0
MAR_l,None,AQC0L71,25,34.883720930232556,75.0,39.473684210526315,51.72413793103448
MAR_l,None,A7EM0B6,05,72.5,76.31578947368422,93.54838709677419,84.05797101449276
MAR_l,None,A7EM0B6,10,81.81818181818183,93.10344827586206,87.09677419354838,90.0
MAR_l,None,A7EM0B6,15,63.888888888888886,82.14285714285714,74.19354838709677,77.96610169491525
MAR_l,None,A7EM0B6,20,62.16216216216216,79.3103448275862,74.19354838709677,76.66666666666667
MAR_l,None,A7EM0B6,25,56.75675675675676,77.77777777777779,67.74193548387096,72.41379310344827
MAR_l,Mean,A1ZJ41O,05,88.23529411764706,100.0,88.23529411764706,93.75
MAR_l,Mean,A1ZJ41O,10,92.15686274509804,100.0,92.15686274509804,95.91836734693878
MAR_l,Mean,A1ZJ41O,15,0.0,0.0,0.0,0.0
MAR_l,Mean,A1ZJ41O,20,85.0,85.0,100.0,91.89189189189189
MAR_l,Mean,A1ZJ41O,25,74.6268656716418,75.75757575757575,98.0392156862745,85.47008547008548
MAR_l,Mean,AKXN5ZZ,05,88.88888888888889,94.97716894977168,93.27354260089686,94.11764705882352
MAR_l,Mean,AKXN5ZZ,10,82.70042194092827,93.33333333333333,87.89237668161435,90.5311778290993
MAR_l,Mean,AKXN5ZZ,15,77.29083665338645,87.38738738738738,86.99551569506725,87.19101123595505
MAR_l,Mean,AKXN5ZZ,20,64.13502109704642,91.56626506024097,68.16143497757847,78.1491002570694
MAR_l,Mean,AKXN5ZZ,25,52.674897119341566,86.48648648648648,57.399103139013455,69.00269541778977
MAR_l,Mean,AAXAA7Z,05,93.22033898305084,96.49122807017544,96.49122807017544,96.49122807017544
MAR_l,Mean,AAXAA7Z,10,86.95652173913044,99.00990099009901,87.71929824561403,93.02325581395348
MAR_l,Mean,AAXAA7Z,15,82.90598290598291,97.0,85.08771929824562,90.65420560747664
MAR_l,Mean,AAXAA7Z,20,77.23577235772358,91.34615384615384,83.33333333333334,87.1559633027523
MAR_l,Mean,AAXAA7Z,25,67.82608695652173,98.73417721518987,68.42105263157895,80.82901554404145
MAR_l,Mean,AA2KP1S,05,82.6086956521739,96.61016949152543,85.07462686567165,90.47619047619047
MAR_l,Mean,AA2KP1S,10,83.78378378378379,89.85507246376811,92.53731343283582,91.17647058823529
MAR_l,Mean,AA2KP1S,15,81.08108108108108,89.55223880597015,89.55223880597015,89.55223880597015
MAR_l,Mean,AA2KP1S,20,79.45205479452055,90.625,86.56716417910447,88.54961832061069
MAR_l,Mean,AA2KP1S,25,35.82089552238806,100.0,35.82089552238806,52.74725274725275
MAR_l,Mean,APGIB2T,05,88.75,97.26027397260275,91.02564102564102,94.03973509933775
MAR_l,Mean,APGIB2T,10,58.0246913580247,94.0,60.256410256410255,73.43749999999999
MAR_l,Mean,APGIB2T,15,32.94117647058823,80.0,35.8974358974359,49.557522123893804
MAR_l,Mean,APGIB2T,20,15.217391304347828,50.0,17.94871794871795,26.41509433962264
MAR_l,Mean,APGIB2T,25,3.8461538461538463,100.0,3.8461538461538463,7.4074074074074066
MAR_l,Mean,AHYIJDV,05,75.47169811320755,75.47169811320755,100.0,86.02150537634408
MAR_l,Mean,AHYIJDV,10,74.07407407407408,74.07407407407408,100.0,85.1063829787234
MAR_l,Mean,AHYIJDV,15,73.58490566037736,75.0,97.5,84.78260869565216
MAR_l,Mean,AHYIJDV,20,75.47169811320755,75.47169811320755,100.0,86.02150537634408
MAR_l,Mean,AHYIJDV,25,52.72727272727272,65.9090909090909,72.5,69.04761904761905
MAR_l,Mean,ASFODQR,05,96.3963963963964,98.1651376146789,98.1651376146789,98.1651376146789
MAR_l,Mean,ASFODQR,10,96.3963963963964,98.1651376146789,98.1651376146789,98.1651376146789
MAR_l,Mean,ASFODQR,15,91.96428571428571,97.16981132075472,94.4954128440367,95.81395348837209
MAR_l,Mean,ASFODQR,20,76.10619469026548,95.55555555555556,78.89908256880734,86.43216080402011
MAR_l,Mean,ASFODQR,25,52.94117647058824,86.3013698630137,57.798165137614674,69.23076923076923
MAR_l,Mean,AUY8KYW,05,60.0,73.58490566037736,76.47058823529412,74.99999999999999
MAR_l,Mean,AUY8KYW,10,22.058823529411764,46.875,29.411764705882355,36.144578313253014
MAR_l,Mean,AUY8KYW,15,41.37931034482759,77.41935483870968,47.05882352941176,58.53658536585367
MAR_l,Mean,AUY8KYW,20,0.0,0.0,0.0,0.0
MAR_l,Mean,AUY8KYW,25,0.0,0.0,0.0,0.0
MAR_l,Mean,A3OU183,05,87.17948717948718,87.17948717948718,100.0,93.15068493150686
MAR_l,Mean,A3OU183,10,83.9506172839506,83.9506172839506,100.0,91.2751677852349
MAR_l,Mean,A3OU183,15,94.44444444444444,94.44444444444444,100.0,97.14285714285714
MAR_l,Mean,A3OU183,20,70.0,96.07843137254902,72.05882352941177,82.3529411764706
MAR_l,Mean,A3OU183,25,39.705882352941174,100.0,39.705882352941174,56.84210526315789
MAR_l,Mean,AOYM4KG,05,80.0,92.85714285714286,85.24590163934425,88.8888888888889
MAR_l,Mean,AOYM4KG,10,41.86046511627907,59.01639344262295,59.01639344262295,59.01639344262295
MAR_l,Mean,AOYM4KG,15,12.658227848101266,35.714285714285715,16.39344262295082,22.47191011235955
MAR_l,Mean,AOYM4KG,20,7.317073170731707,22.22222222222222,9.836065573770492,13.636363636363638
MAR_l,Mean,AOYM4KG,25,5.813953488372093,16.666666666666664,8.19672131147541,10.989010989010987
MAR_l,Mean,AV2GF3B,05,97.95918367346938,100.0,97.95918367346938,98.96907216494846
MAR_l,Mean,AV2GF3B,10,96.93877551020408,100.0,96.93877551020408,98.44559585492229
MAR_l,Mean,AV2GF3B,15,94.05940594059405,96.93877551020408,96.93877551020408,96.93877551020408
MAR_l,Mean,AV2GF3B,20,87.25490196078431,95.6989247311828,90.81632653061224,93.19371727748691
MAR_l,Mean,AV2GF3B,25,80.0,97.5609756097561,81.63265306122449,88.8888888888889
MAR_l,Mean,A0NVTRV,05,96.36363636363636,98.14814814814815,98.14814814814815,98.14814814814815
MAR_l,Mean,A0NVTRV,10,87.71929824561403,94.33962264150944,92.5925925925926,93.45794392523365
MAR_l,Mean,A0NVTRV,15,81.35593220338984,90.56603773584906,88.88888888888889,89.7196261682243
MAR_l,Mean,A0NVTRV,20,78.33333333333333,88.67924528301887,87.03703703703704,87.85046728971963
MAR_l,Mean,A0NVTRV,25,78.33333333333333,88.67924528301887,87.03703703703704,87.85046728971963
MAR_l,Mean,A1K5DRI,05,81.48148148148148,81.48148148148148,100.0,89.79591836734693
MAR_l,Mean,A1K5DRI,10,57.14285714285714,57.14285714285714,100.0,72.72727272727273
MAR_l,Mean,A1K5DRI,15,78.57142857142857,78.57142857142857,100.0,88.0
MAR_l,Mean,A1K5DRI,20,80.0,80.0,100.0,88.8888888888889
MAR_l,Mean,A1K5DRI,25,86.36363636363636,100.0,86.36363636363636,92.68292682926828
MAR_l,Mean,AYEFCWQ,05,98.57142857142858,98.57142857142858,100.0,99.28057553956835
MAR_l,Mean,AYEFCWQ,10,97.1830985915493,97.1830985915493,100.0,98.57142857142858
MAR_l,Mean,AYEFCWQ,15,98.57142857142858,98.57142857142858,100.0,99.28057553956835
MAR_l,Mean,AYEFCWQ,20,95.83333333333334,95.83333333333334,100.0,97.87234042553192
MAR_l,Mean,AYEFCWQ,25,94.52054794520548,94.52054794520548,100.0,97.1830985915493
MAR_l,Mean,AMV7EQF,05,79.36507936507937,89.28571428571429,87.71929824561403,88.49557522123894
MAR_l,Mean,AMV7EQF,10,71.875,86.79245283018868,80.7017543859649,83.63636363636363
MAR_l,Mean,AMV7EQF,15,10.76923076923077,46.666666666666664,12.280701754385964,19.444444444444443
MAR_l,Mean,AMV7EQF,20,1.5151515151515151,10.0,1.7543859649122806,2.9850746268656714
MAR_l,Mean,AMV7EQF,25,1.2987012987012987,4.761904761904762,1.7543859649122806,2.564102564102564
MAR_l,Mean,AZIK4ZA,05,30.263157894736842,63.888888888888886,36.507936507936506,46.46464646464646
MAR_l,Mean,AZIK4ZA,10,6.097560975609756,20.833333333333336,7.936507936507936,11.494252873563218
MAR_l,Mean,AZIK4ZA,15,0.0,0.0,0.0,0.0
MAR_l,Mean,AZIK4ZA,20,0.0,0.0,0.0,0.0
MAR_l,Mean,AZIK4ZA,25,0.0,0.0,0.0,0.0
MAR_l,Mean,AJWW3IY,05,97.98657718120806,98.64864864864865,99.31972789115646,98.98305084745763
MAR_l,Mean,AJWW3IY,10,98.64864864864865,99.31972789115646,99.31972789115646,99.31972789115646
MAR_l,Mean,AJWW3IY,15,98.64864864864865,99.31972789115646,99.31972789115646,99.31972789115646
MAR_l,Mean,AJWW3IY,20,95.33333333333334,97.94520547945206,97.27891156462584,97.61092150170649
